postId,comment,score,topic
8901c078055311eb98d2646e69d991ea,أيهاالناس اصنعوا مهندس مغربي وعالم مغربي واستاد ومخترع.انهضوا بتعليم.وعندما يكون لنا تعليم جيد والامن في المستوى .نبدأ في بناية ناطيحات سحاب.وناطحات الميريخ.وناطحات القمر.ووووووووو.اتقوا الله في وطنكم,219,art-et-culture
8901c078055311eb98d2646e69d991ea,"وأنا أوصي المسؤولين أن يتقوا الله في هذا الشعب الطيب المسالم...ويفكروا في كيفية الخروج به من الفقر والبطالة وأن يهيئوا له أسباب العيش الكريم بدل الإهتمام برفاهية أغنيائه...فلقد بلغ السيل الزبى ولم يعد في إمكانه تحمل أكثر مما تحمل...
ولقد أعذر من أنذر
انشر ولا تحظر يا ناشر",161,art-et-culture
8901c078055311eb98d2646e69d991ea,"المهندس المغربي يجتهد لجعل واجهة البناية جدابة لاكن الساكن المغربي يحولها بغلق الشرفات (البالكون) بالزجاج و الالومنيوم لإضافة بيت من أجل التوسع مما يعطي انطباع عشوائية الواجهة .حيث هناك عدم المتابعة من طرف الإدارة .
اجمل شيء في الشقة هو شرفاتها لاكن بعض المغاربة أعداء لها!!!!!!!!!",85,art-et-culture
8901c078055311eb98d2646e69d991ea,بغينا محاربة الفساد والنهوض بقطاع الصحة والتعليم أو بس,67,art-et-culture
8901c078055311eb98d2646e69d991ea,اجي تشوف الرشيدية ..النؤسسات العمومية رجعوها بحال شي قصور العصر الوسيط لاجمالية لا والو راحنا ف 2019 زعما,42,art-et-culture
8901c078055311eb98d2646e69d991ea,"حتى البنايات قبل 80 سنة آجمل منها حاليا
أصبح التركيز على الربح والسرعة في البناء",49,art-et-culture
8901c078055311eb98d2646e69d991ea,نريد مشاريع تمتد عموديا لا أفقيا في السماء مشاريع تمس المواطن في رأس الجبل توصله الى السوق و المستشفى و المدرسة في أمان أما القمر فرغم انه جميل فإضاءته خافتة لا تعم الكل...,65,art-et-culture
8901c078055311eb98d2646e69d991ea,"وتغيب مهندسنا لأسباب مهنية؟؟؟حلل وناقش!!
برج يبنى في المغرب،ويحمل اسم عاهل المغرب والمهندس،المشرف على البناء اجنبي،كأن بطون المغربيات عقمت ان تلد مهندسين قادرين على هذا التحدي...ولكن في المغرب نازل مستعمرة غربية كما قال الحنجرة رحمه الله..",57,art-et-culture
8901c078055311eb98d2646e69d991ea,ولو مهندس واحد مغربي كفء يمكنه الإبداع المعماري.رغم كثرة التوجهات للعلوم والتبجحات في معدلات الإمتحانات الوطنية......والمدارس الراقية الخصوصية ...... مسجد الحسن الثاني صممه أوروبي،بورج محمد السادس ايضا.مع العلم ان مدننا القديمة كفاس ومراكش... كانت من تصميم محلي ذو حضارة اسلامية راقية في ذلك الوقت .وأسفاه على ما وصلنا إليه من تفاهة وإستغلال بشع المسؤولين حاسبهم الله .,50,art-et-culture
8901c078055311eb98d2646e69d991ea,هدا البرج إدا شيد على هدا الشكل سيكون فاقدا للجمالية الهندسية على الأقل من الخارج. وأخشى أن تبقى صومعة حسان منافسة للبرج رغم مئات السنين.,35,art-et-culture
8901c078055311eb98d2646e69d991ea,جمعة مباركة للجميع .اتمنى ان يكون هذا البرج مستشفى ويسمى محمد السادس وبالتالي يكون اكبر مستشفى في افريقيا فالمواطن في اشد الحاجة الى مستشفى ويكون عاهل المملكة قدم لشعبه اكبر خدمة لاتنسى ابدا,55,art-et-culture
8901c078055311eb98d2646e69d991ea,هل تقصدون برج الشعب ؟ اذا كان من المال الشعب فلابد تسميته ببرج الشعب.,60,art-et-culture
8901c078055311eb98d2646e69d991ea,"بعد دمار مدينة لوهافر الفرنسية إثر الحرب العالمية الثانية، صمم أحد المهندسين August perret وسط المدينة، فأصبح إنجازه تراثا عالميا مسجلا لدى اليونيسكو، فتم تخليد اسم المهندس في صفحات التاريخ.
تراث فرنسا المعماري الذي تحصنه بالقوانين يتجلى في أبهى حلله في باريس، التي تعاقب على تصميم بناياتها مهندسون كبار خلدوا أسماءهم عبر لمساتهم الفنية على معمارها أبرزهم "" هوسمان""الذي قاد التحول الكبير لباريس في عهد الامبراطورية الثانية ووضع خطة شاملة لتحسين الوضع المعماري لهذه المدينة . ففي منتصف القرن التاسع عشر كانت شوارع باريس لا تزال مظلمة و ضيقة وغير صحية. ومن جهة أخرى وخلال منفاه في بريطانيا (1846ء1848)، كان لويس نابليون بونابرت قد أعجب كثيرا من غرب لندن. وإعادة إعمار العاصمة الإنجليزية بعد حريق كبير في عام 1666 جعلت هذه المدينة معيارا للنظافة والتخطيط العمراني الحديث. وأراد هذآلإمبراطور أن يجعل باريس مدينة مرموقة أيضاً: وكانت هذه نقطة البداية لتجديد وتجميل باريس.",9,art-et-culture
8901c078055311eb98d2646e69d991ea,الملك لم يفرض بناء هذا البرج و الشعب كدلك. ما نريد بناء مغرب حديث وبناء البنية التحتية و طرق بدون حفر و مصحات و تعليم في المستوى.و الحد من هجرة الشباب والهروب من البلاد هذا ما نريده . وكفى من تبدير المال العام.,30,art-et-culture
8901c078055311eb98d2646e69d991ea,على مبدأ التقيد بالبعد الجمالي في البناء أن يفرض على كل ما يبنى فوق كل شبر من هذه الأرض بالمجالين الحضري و القروي و ليس فقط على البرج إياه.,11,art-et-culture
8901c078055311eb98d2646e69d991ea,"بعد قراءة هذا المقال، يتبادر الى الدهن سؤالان. أولا ، ما هي أهمية مثل هذه البروج المشيدة الأطول طولا والأعرض عرضا والأوسع وسعا، في بلد لا زالت حاجاته الأساسية تتمثل في ايجاد الماء الشروب لمعظم الساكنة، وفك العزلة عن نصف المواطنين وخاصة في الجبال والمناطق النائية ، والحيلولة دون وضع أُولَات الأحمال حملها في ساحات المستشفيات.و...و...و. ؟ والنقطة الثانية التي تسترعي الإنتباه هو حضور المهندس الأجنبي إلى أول اجتماع عُقِد لهذا المشروع وغياب شريكه المغربي الذي من المفروض أن يكون أول الحاضرين ! والسبب المعلن هو ارتباطه بالتزامات مهنية ، ولا ندري أية التزامات مهنية عند هذا المهندس المغربي أكبر من مشروع هذا البرج ، ثم بعد ذلك نلوم الدولة على الإلتجاء ، في غالب الأحيان، الى الكفاءات الأجنبية و""تهميش""الكفاءت الوطنية. وهنا يتبين بوضوح أن الكفاءات الوطنية ، إنْ وُجِدت فعلا، هي التي همشت نفسها باللامبالاة وعدم الجدية والجَرْي وراء المال السهل و بدون عمل مقابل.",41,art-et-culture
8901c078055311eb98d2646e69d991ea,صراحة ارى ان جميع عمارات الدار البيضاء و طنجة لها هندسة معمارية مملة و جامدة ليست فيها روح و لا انارة اتناء الليل . انظرو الى تصاميم بانكوك سنغافورة و هانوي تصاميم ملفتة للنضر و فيها اتارة,14,art-et-culture
8901c078055311eb98d2646e69d991ea,إذا وجدت أحياء ا في مدينة ما وقد تشابهت في بناياتها، فاعلم أن مصممها هو مهندس البلدية الذي يعرض تصاميم رديئة بمقابل أقل من المهندس المعماري الخاص الذي تكون خدماته مرتفعة الثمن.,9,art-et-culture
8901c078055311eb98d2646e69d991ea,"سبحان الله وبحمده سبحان الله العظيم العالم القروي في أمس الحاجة إلى الضروريات والآخرون يخططون للكماليات الله اهدي مايخلق 
أيها المسؤولون الأعزاء المسؤولية امانة ثقيلة",13,art-et-culture
8901c078055311eb98d2646e69d991ea,"الكل ينتقد هذا البرج على اساس انه من ميزانية الدولة وهذا سببه الجهل المركب والعقلية السلبية العدمية عند الاغلبية 
المشروع ملك خاص للملياردير بنجلون يسميه كما يشاء ويبنيه وقت ما شاء وبمهندسين اجانب او مغاربة داك شانه وتلك امواله يفعل بها ما يشاء ولا حول ولا قوة الا بالله",-10,art-et-culture
8901c078055311eb98d2646e69d991ea,فالحقيقة فالحقيقة وبعيدا عن الشعارات وتماشيا مع سياسة التعاقد في انتظار التقاعد عندنا مدرب اجنبي مزيان عندنا مهندس مسجد الحسن الثاني مزيان عندنا مهندس برج محمد السادس مزيان وهو مهندس مكاتب الاتحاد الأوروبي ببروكسيل السؤال او الطلب التجريبي لماذا لا نجلب وزير اجنبي او بعض الوزراء لحكومتنا والبقية تاتي,26,art-et-culture
8901c078055311eb98d2646e69d991ea,عمران الشعوب المتحظرة يسر الناظرين ، شوارع فسيحة وخظرة ومرافق ..........المغربي يلبس بعشوائية وبداوة ويتصرف ببداوة ويفكر كالبدوي.....البواجدة أوخلاص.,9,art-et-culture
8901c078055311eb98d2646e69d991ea,35مليون مغربي وما فيهوم حتى واحد موهنذيس وغير سدو المدارس تاعكوم ويالله نحركو.,13,art-et-culture
8901c078055311eb98d2646e69d991ea,"وأنا اتابع عبر وسائل التواصل الاجتماعي كلمة المهندس المعماري الإسباني وتذكر كلمة المرحوم الحسن الثاني أمام المهندسين المعماريين ونصاءحه وتوجيهاته اليهم وكما قال رحمة الله عليه بأن منظر مدننا تؤذي العين،فبنظرة وجولة عبر ربوع مدننا نرى ان الطابع المعماري الذي يجب أن تكون عليه لايمت بصلة بالمعمار الإسلامي وليست هناك بصمة يمكن الاعتماد عليها ونقول هذا تصميم يحترم بيءتنا
فليس وضع قليل من القرمود هناك وهناك وبعض المنحنيات والاقواس ونقول أننا احترمنا بيءتنا وحضارتها الإسلامية
لي طلب إلى هيئة المهندسين المعماريين بأن يستمعوا لكلمة المرحوم الحسن الثاني،انه خطاب جامع ويضع الاصبع على ما نعانيه منتصاميمنا الآن",9,art-et-culture
8901c078055311eb98d2646e69d991ea,المهندس المغربي مثله مثل باقي مصاصي الدماء,9,art-et-culture
8901c078055311eb98d2646e69d991ea,المغرب كيقول البرج غادي يكون الأطول فافريقيا ومصر تتقول البرج ديالها هو الأطول !!!,6,art-et-culture
8901c078055311eb98d2646e69d991ea,لو تم استقطاب وزراء من أوروبا في جميع المجالات من الصحة التعليم السياحة.........في كل مجال وزير إلى المغرب فسيتقدم وتتحسن أحوال المواطنين والدليل كيف هي بلدانهم بدون التحدث عن دينهم وتقاليد هم الله هو الدي سيحاسبهم وليس العبد المهم هو أنني في أوروبا أحس أنني إنسان ولي حقوق,11,art-et-culture
8901c078055311eb98d2646e69d991ea,أرى بان اغنياء المغرب لهم شعبيتهم وحدهم و الشعب في واجهة أخرى و لا علاقة بين الاثنين غير سرقة أموال طرف ضعيف منحط و زيادته في حساب الأغنياء .هم يصنعون مغربا لهم و ليس للشعب .هم يبحثون عن الترفيه و الرفاهية و الشهرة و الشعب يبحث عن الخروج من الأمية و التطبيب و يبحث عن لقمة العيش .و شتانا بين هذا و ذاك .اللهم فرج عن عبادك . ضد هذه المشاريع التي تأكل أموالا طائلة و الشعب محتاج إليها فيما هو أهم .و لكم واسع النظر .,7,art-et-culture
8901c078055311eb98d2646e69d991ea,إلى المغربي (22 ) هل الملياردير بنجلون لم يتجول في البلاد و يشاهد بما تتألم فيه ؟ و بنقد البلاد بأمواله من الكوارث و تبقى صدقة جارية ؟ لست متفق معك,10,art-et-culture
8901c078055311eb98d2646e69d991ea,"بعض المعلقين يتحدثون عن المهندس المغربي
هدا النوع من البنايات حديث بالمغرب وبالتالي يتطلب مهندسين دوي تجربة كبيرة في المجال
وسيشكل لهم هدا المشروع تجربة وفرصة للاحتكاك وتطوير مهاراتهم ليتمكنوا مستقبلا من الاشراف على مثل هده المشاريع. ولما لا تصدير تجربتهم لباقي الدول الافريقية.
شكرا هيسبريس
على المعلقين ان يتسموا بالموضوعية",2,art-et-culture
8901c078055311eb98d2646e69d991ea,وقبل وبعد جميع التعليقات على هندسة البرج وحال ساكنته حضرتي هذه الآية من القرآن الكريم (وسكنتم في مساكن الذين ظلموا أنفسهم وتبين لكم كيف فعلنا بهم وضربنا لكم الأمثال )صدق الله العظيم وبلغ رسوله المصطفى الكريم صلى الله عليه وسلم وعلى آله وصحبه وأمته أجمعين.,7,art-et-culture
8901c078055311eb98d2646e69d991ea,سبليون للي كان تايدور عندنا في الزناقي بباليزتو في المدن والفيلاجات يبيع الثوب للمغاربا، والحمير والكرارس في قاع مدريد، غادي يبنيو برج للأمة التي بنت الخيرالدا وقصر الحمراء وكثير من المعمار بالأندلس٠ حالنا يرثى له، فين حنا وفين هما، ياك حنا همشونا في التعليم إيوا عجبكم دابا حالنا؟,11,art-et-culture
8901c078055311eb98d2646e69d991ea,"أريد أن أوضح بعض الأمور لأصحاب (لانتريت) والكسالى من (الشمورات) الي كا يقيلو النهار كامل يعلقو ويعاكسون وينتقدون كل شيئ ودايرين روسهوم عارفين كولشي بينما الجهل والأمية والغباء ينخرهم

1
المشروع أو البرج هو مشروع خاص ومن أموال خاصة ومولاه يدير ما بغا بفلوسوسواءا بناء برج أو حتى أن يلقي بأمواله في البحر

2
بخصوص علاش ما شدش مهندس معماري مغربي هو أن عقلية صاحب المال ماشي سطحية وتافهة بحال عقلية واحد أمي جاهل جالس النهار كامل وهو يعطي في آرائه الغبية التي لو كانت مفيدة لما استفاد منها هو أصلا ، وفي هذا الخصوص صاحب المشروع كا يدير مناقصة عالمية وتتنافس عليه مكاتب المهندسين بما فيها مكاتب المهندسين المغربة والأميركان والصينيين والفرنسيين والإسبان و... والصفقة فاز بها مكتب هندسة إسباني... وانت مالك واش أنت شريك بنجلون ؟

3
علاش كل مرة كا يخرج مقال يتحدث عن مشاريع الخواص تقول أنهم يجب بناء مستشفيات او جامعات او مدارس او يفرقو فلوسها على ""الدراوش"" أو... واش انت غبي ولا حمار ؟ واش انت غادي تقسم دارك او فلوسك او تبني بيهوم واخا غير مرحاض عمومي واحد ؟

بنادم مفلس في هاد البلاد ولا يرجى منه أي شيئ",7,art-et-culture
8901c078055311eb98d2646e69d991ea,المغرب يحتاج إلى مستشفيات ومدارس جامعات وكليات في المستوى لنهوض بقطاعي التعليم والصحة اللذين عرفا خلال السنوات الأخيرة تدهورا خطيرا انعكس بشكل سلبي على المواطنين. بالله عليكم ماذا سبستفيد الفقير من بناء هذا البرج. ؟؟ وهل تكاليف بنائه من مال الشعب؟؟,-1,art-et-culture
8901c078055311eb98d2646e69d991ea,"Pour Mr Walid ,t as remarqué que t as réponse est hors sujet t as la possibilité d apprendre en lisant le commentaire 22 il a parlé peu et mieux .si non tu peux demander des cours de soutiens gratuit a ce monsieur je pense pas que il va refuser au final vive le roi et vive le peuple .le roi mon ami c est le peuple et le peuple c est le roi .il est préférable pour vous de commenter sur FB pour des sujets redicule comme ton commentaire.الله يهدي ما خلق",-2,art-et-culture
8901c078055311eb98d2646e69d991ea,"الى سلام صاحب التعليق 36 وغيره
البرج يبنيه الخواص وهم ليسوا مسؤولين عن بناء المستشفيات. 
اهمية الابراج تتجلى في اقتصاد المساحة اد ان برج واحد يتضمن ما يوازي مساحة مدينة او حي باكمله خاصة وان الرباط تعاني من مشكل الارض
الابراج لم تعد من الكماليات بل موجودة في كل دول العالم بما فيها الدول الفقيرة بافريقيا واسيا
فكفى من الافكار البئيسة",1,art-et-culture
8901c078055311eb98d2646e69d991ea,"في الدول المتقدمة . لما يعلن عن مشروع ناطحة سحاب ييتم هندستها وتصميمها وتشييدها دون هرطقة وكرنفال اعلامي .
وتشيد في وقتها .
أما في المغرب . سنوات ونحن نسمت عن هذا المشروع ولحد الآن لم نر الرافعات والعمال في عين المكان . وزايدينها بكرنفال اعلامي وكأننا سنبني ناطحة السحاب فوق القمر .",3,art-et-culture
8901c078055311eb98d2646e69d991ea,هذا البرج لو تأملتم جيدا فهو يرمز لتمثال مريم العذراء، تأملوا جيدا,-2,art-et-culture
8901c078055311eb98d2646e69d991ea,On aurait du lancer un concours international d'architecture pour choisir le meilleur projet avec le plus bas cout,3,art-et-culture
8901c078055311eb98d2646e69d991ea,"السلام عليكم ورحمه الله وبركاته
انا شاب سعودي احب المغرب واهلها الطيبين وسبق قرأت كثيرا عن المغرب واعلم الى اي مدى كان شعبها متقدما في مجال البناء واعجبني جدا جمال المنازل في مدينة شفشاون والوانها و ايضا الفسيفساء المغربية التي تزين المنازل المغربية واتمنى من الله سبحانه وتعالى ان يوفق اهل المغرب دنيا واخرة .. تقبلوا مني ارق تحية اخيكم ..",5,art-et-culture
8901c078055311eb98d2646e69d991ea,"ليس لنا الا ان نفتخر بهذه المعلمة وبالمنشات التي سيتم تشيدها في المستقبل القريب نحن نطمح الى جعل بلدنا من البلدان المتقدمة على المستوى الافلايقي على الاقل لان المغرب يتوفر على الكفاءات العالية ويتوفر على الموارد التي من شانها تحسين البنية التحتية والتنمية الاقتصادية والاجتماعية والثقافية والرياضية
وبالفنون.",-1,art-et-culture
8901c078055311eb98d2646e69d991ea,كلما تم انجاز في بلادنا الا وتتصدى كتيبة من المعلقين المتفرغين للتشكيك والتبخيس بغرض التيئيس الموجه للشباب المغربي رغم ان الاعلان عن هده المشاريع اصبح شبه يومي ويساهم في خلق مناصب عمل وفيرة والبارحة كمتال عاينت مول الرباط وقد استقطب مات الشباب للعمل به,-4,art-et-culture
8901c078055311eb98d2646e69d991ea,"الى زيزو 
لقد تأملت جيدا في هذا البرج ولا علاقة له بتمثال مريم العذراء ولا يشبهه من اية ناحية بل يشبه ويتطابق تماما مع الشميعات",1,art-et-culture
8901c078055311eb98d2646e69d991ea,ربما كان الأفضل إستثمار، ميزانية البرج في البنيات التحتية، الإهتمام بالطرقات في القرى والبوادي، بناء مدارس في القرى النائية، إصلاح المستوصفات إن كانت موجودة، تجهيز المستشفيات، ...,3,art-et-culture
8901c078055311eb98d2646e69d991ea,في اكبر الدول حضارة لت يهم ان المهندس انا ما كان اجنبيا المهم من يقدم الافضل . وزها حديد مهندسة عراقية استطاعت ان تقدم الافضل في عدة دول متقدمة. اما في المغرب المشروع الضخم الذي قبلوه من مهندس مغربي هو المسرح الكبير بالدارالبيضاء وفي الاخير كشف باحث مغربي انه نسخة طبق الاصل لمعبد بوذي. حلل وناقش,1,art-et-culture
8901c078055311eb98d2646e69d991ea,"بنعبد السلام صاحب التعليق 18
بناء الابراج اصبح شيئا عاديا حتى في افقر الدول الافريقية ففيه اقتصاد للارض
اما في امريكا الجنوبية فمدنها اصبحت مثل المدن الامريكية بمبانيها الشاهقة
ابحثوا في غوغل عن ابراج عاصمة مانيلا وكينيا والشيلي وطانزانيا. والاردن والكامبودج والبرازيل حيث يعيش 70 مليون شخص تحت خط الفقر منهم 25 مليون مشرد في الشوارع
لما تستكترون على عاصمة المغرب برجا واحدا
هل هدا احتقار للدات ام عدمية وكراهية لكل ما يمت للتطور بصلة",7,art-et-culture
8901c078055311eb98d2646e69d991ea,كبير المهندسين المعماريين لبرج محمد السادس بالرباط يلقي محاضرة عن تجربته المهنية للمغاربة و في المغرب لكن بلغته الاسبانية و بكل فخر رغم ان لغة العلم هي الانجليزية و اغلب الحاضرين لا يفهمون الاسبانية . لو كان ذليل من المسؤولين المغاربة لقدم كلمته بكل وقاحة بالفرنسية . بدعوى ان الحاضرين لا يفهمون العربية . و من الذين لا يفهمونها ؟ سيده الاسباني او الفرنسي ! للاشارة الترجمة للحضور هي من الاسبانية للفرنسية قمة الوقاحة و احتقار الذات من طرف مسيرين يعشقون الذل و الهوان ابتلينا بهم للاسف . و الله ثم و الله ثم و الله لن نتقدم و لن ننافس الامم حتى نتخلص من التبعية الذليلة . تبا للعبيد من ابناء جلدتنا ...,2,art-et-culture
8901c078055311eb98d2646e69d991ea,Country without toilets in schools and in streets talking about vanity. Sad state of a kingdom,1,art-et-culture
8901c078055311eb98d2646e69d991ea,"لماذا نرحب بكل ما هو براني؟ فوقاش نهزو الراس حتى حنا ونقولو عندنا مهندسين واطباء بناو واختارعو في بلادهم؟
ماشي خاصنا هذا النوع من المهندسين لكن مامرتاحينش!! وفي الآخر كايعلقوا وكايتهناو منهم! شيء مؤسف@@@",0,art-et-culture
8a35153a055311eb970d646e69d991ea,هل يسمح لنا المنبر مرة اخرى بالعودة لعالم السينما شكرا ادا كنا نحن جميعا ننام فالسينما لاتنام عيونها لا تعرف النوم تسهر من اجل التصوير تسهر حثى لاتغيب عنها صورة ما رسمت في مكان ما من العالم عالمنا المليئ بالقضايا دات طابع اجتماعي ودات طابع جنوني ادا صح التعبير والى السينما المغربية فهي مثل اخواتها العربية فلانقارنها بالسينما الغربية الفرق كبير ومع هد ا فهي تبدل جهد ا كبيرا من اجل الوصول للعالمية علىظهر الصور المتميزة المعالجة لقضية ما وبصيغة الجمع فالعلاقة قائمة بين السينما والمجتمع لاتشيب ابد ا مادام هد ا الوجود فنحن نضع الكلمة رغم المعاناة الناجمة عن ظلم تعرضنا له ولازلنا ننتظر من سيدنا الملك التفاتة انسانية رغم القضايا فالفن عمود اساسي لافرار منه,1,art-et-culture
8b356eb6055311ebbcdc646e69d991ea,ادا سمح المنبر اضع كلمات ودائما بلغة الفن شكرا نحن قرأنا هد ا الخبر الفني المسرحي فالحرف عن المسرح لم ينتهي ولايمكن لازال المسرح يشق طريقه غير مستقر فهو في الشرق والغرب والشمال والجنوب زاده على ظهره ينصب خيمته حيت شاء ويرى بعيون فنية ان ارض المملكة بها مدن متميزة عن غيرها لازال اهلها عشاق له يستقبلونه بالضحك وبقلب سليم وابى الا ان ينصب خيمته بهده المدينة وهي واحدة من مدن المملكة قصد التكريم وضع لاوسمة على صدور من ساهموا فيه كتابة وتمثيلا بين قوسين المسرح لم ينسى لاولون مثل العربي الدغمي وغيره ولقد شاهدنا مسرحياته في سن الطفولة وليسمح لنا المنبر فنحن لم نخرج عن الموضوع الفني,-1,art-et-culture
8c53ade4055311eb96e0646e69d991ea,موسيقى كناوى امازيغيه؟ شكرا الاكتشاف الجديد,-7,art-et-culture
8c53ade4055311eb96e0646e69d991ea,كثرت الفرق الكناوية واصبح كل من دب وهب يحدث فرقة كناوية حتي فقد الفن الكناوي هيبته حتي ايقاعه الاصلي بدا يضمحل مع مزجه بالنوتات الغربية التي افقدته رونقه الروحاني.فالعقلية المادية للفرق الكناوية تسببت في المساس بهذا الفن العريق .,1,art-et-culture
8c53ade4055311eb96e0646e69d991ea,اسمكان ارث امازيغي افريقي يوجد بسوس قبل استقرار بعض الصحراويين في ايت جرار كما باقي تقاليد الصحراويين الامازيغية من ايت اوسى و غيرهم من ملبس و ثقافة بل و لهجة حسانية عبارة عن طوارقية امازيغية صنهاجية اضيفت اليها الكلمات العربية.,7,art-et-culture
8c53ade4055311eb96e0646e69d991ea,حتي النسوة اسسن فرق كناوية لمنافسة الرجل في هذا الفن الثراتي العريق.اتساءل ما دخل النسوة في هذا الباب بعد ما كن يكتفين بالجدبة بسماع تقاطيع الكنبري والقراقب والهجهوج.ام هناك الجري وراء الماديات بعد الشهرة للفن الكناوي .,-2,art-et-culture
8c53ade4055311eb96e0646e69d991ea,لا حولة و لا قوة إلا بالله بدع و خزعبلات لا زالت تعشش مع الأسف نواحي شليحان خصوصا تزنيت و تارودانت و هوارة كذلك الجديدة و أسفي و سطات عند العربان إلخ. كذلك هناك منطقة معروفة بالبيضاء قرب طامريس تسمى من زمان بأولاد جرار و هم من بضاوة القح و لازالت عائلة منهم توجد بالمدينة القديمة إلى الآن لكن لا يقومون و لا يعرفون هذه البدع.,-17,art-et-culture
8c53ade4055311eb96e0646e69d991ea,آاااش من كَْناوا ولا جْناوا الدول المتقدمة تبحث لغزو الفضاء والاستقرار على مواكبه والدول المتخلفة تعليميا وعقليا تحتفل بالخرافات والاضرحة والطبول ولبنادر والغيطة والعجول هدايا لتُذبح على النصب واحد قال ليك تراث أمازيغي تراث تكنلوجي وانجاز علمي الله يعفو علينا من قوم لا يعقلون .,6,art-et-culture
8c53ade4055311eb96e0646e69d991ea,اسي ماسيناس الإغريقي ، گناوة هم السكان الاصليين لسوس وللمغرب عامة هم افارقة الجذور والاصول قبل ظهور الميرسونير Massinissa على ارض Numidia الافريقية وقبل مجيئ قبائل اشلحي من شرق ضفة البحر المتوسط (أرض كنعان ) .اما الحذيث عن صيت الامزيغية فلم يتجاوز بعد بعض قمم جبال L'Aurès شرق شرق نهر ملوية . ولك مني كامل التفهم .,-2,art-et-culture
8d558aa6055311eb87e7646e69d991ea,الكنديين و والله مايتحرك الا ما كانوش فلوس، كفس من فرنسا و اسبانيا. كن كان الخوخ كاي داوي كن داوا راسو...حالتهم حالة ، الخدمة صعييبة و المنافسة الشديدة و الضرائب العالية و الاجور مزدوحة...اودي خلني ساكت...,-4,art-et-culture
8d558aa6055311eb87e7646e69d991ea,اعتقد الوضع في كندا لا يرضي الطبقة الغنية في العالم العربية او حتى المتوسطة أحيانا. لانه ببساطة في كندا وزميلاتها كامريكا لايمكن ان تعيش للآخر او بما يرضي الاخر والاهواء. تضع أولويات امامك تشتغل عليها قد تكون أربعة او اقل لاكن حتما ستصل. وان كنت تنتظر من كندا الاستجمام والعصير في المقهى او التكركير فاكيد كندا لن تحتمل. والله أعلم,17,art-et-culture
8d558aa6055311eb87e7646e69d991ea,"السلام عليكم أخواني الاغزاء ساتكلم عن كندا بصورة عامة والحالة المعيشية بكندا بعيدا عن موضوع علاقة المغرب بكندا
نعلم جميعا أن السماء لا تمطر ذهبا ولا فضة في كندا فهي بلاد التشمير"" والعمل بشغف .فهي بلاد تساوي الناس فيما بينهم في كل شيء ، بلاد تعطي مساعدات اجتماعية للناس المحتاجين للمساعدات المادية (BS) يقال له بالدارجة( البسباس)
تضمن الصحة بجودة عالية جدا
تضمن التعليم بجودة عالية جدا جدا 
الخ الخ من المجالات
نتمنى ان تزدهر بلادنا وان نفكر مثلهم في التقدم والجودة في المجالات المهمة .ونتمنى التوفيق لبلادنا",12,art-et-culture
8d558aa6055311eb87e7646e69d991ea,هنيئا بهذا العمل الثقافي. شباب المغرب الأحرار يقدمون الأجود والأجمل للتعريف بثقافة الاخوة الانسانية التي يتميز بها المغاربة. شكرا لفرقة واشمنهيت على هذه الفرصة النادرة. استمروا بالتوفيق ومزيد من الابداع.,4,art-et-culture
8d558aa6055311eb87e7646e69d991ea,شكرا . هوكش وغادي بحالو تدنيا ما قداه .,2,art-et-culture
8e564ff0055311ebb217646e69d991ea,المهرجان الاصلي والاصيل والحقيقي والتاريخي هو جامع الفنا الذي يحج اليه جميع محبي فن الحلقة وعاشقي الموسيقى من كل نواحي المغرب والعالم . غير هذا فهو ضجيج عابر لا يمث بصلة لا للثرات المغربي ولا لتاريخ مدينة البهجة .,1,art-et-culture
8e564ff0055311ebb217646e69d991ea,لاحول ولا قوة إلا بالله الناس مساكين ملقيينش لا أكل ولا شرب ولا سكن ولاغطاء دافئ في هاذه ألايام الباردة موسم تساقط ألثلوج في جبال ألاطلس ونحن نعلم كم يتألم الناس هناك نقص في كل شيء أليس هذه ألأموال ألتي تبذر على من هب ودب أولا بها فقراء ومساكين ألبلاد أم أننا نعيش في مغربين مغرب ألواقع ألمتؤلم من عدم ألخدمات ألإدارية والصحة وألتعليم والشغل والسكن وهلم جررررررر ومغرب ألزواق والنفاق وشعب مقلوبة عليه ألقفة أينما تجد ألحلقة ولغيطة وطبل هو حاضر ناضر ألى متى ياشعب عيق أفق أباركة ماتمشي تفرج تايدوز بك ألوقت باش كيقولو أكيبينو للعالم هاشعب عندنا بيخير أححححح أمينتي معمن عايشين أفين عايشين قالوها ناس زمان لمزوق من برا أش خبارك من لداخل,5,art-et-culture
90922718055311eb8267646e69d991ea,التسامح التي تتكلمون عنها لا نريد أن تكون على حساب ديننا الإسلامي الحنيف وثقافتنا ومقدساتنا...لان هناك من يريد ان يمحوا الاسلام باسم التسامح والتعايش . نحن اعزنا الله بالإسلام ومن أراد العزة في غيره ادله الله .,4,art-et-culture
91ccc900055311eb9d49646e69d991ea,مبادرة و إلتفاة قيمة لتثمين الوعي بالشأن التراثي ، و النهوض به خصوصا مع تزايد حجم التحديات الراهنة و المستقبلية لشباب و صعوبة تأطيرهم في ظل إجتياح النظام الليبرالي و العولمة التي تتدخل في العلاقات بين الثقافات بتوفير الانتقال السلس لسلع و الأفكار، الشيء الذي يجعلها عرضتا للإستيلاب الثقافي و إسقاط خصوصيتها و هويتها,-2,art-et-culture
